"Ecto","bulla_index","beta"
"1","Ctenophthalmus_pseudagyrtes",0.58580106302202,0.865545022109071
"2","Ixodes_scapularis_larva",0.367086802961713,0.77543043015799
"3","Ixodes_scapularis_nymph",0.721415321698033,1
"4","Megabothris_quirini",0.556176401869697,0.933310865206516
"5","Orchopeas_leucopus",0.472351352848755,0.891821574914206
"6","Unknown Mesostigmata_",0.565901618412232,1
