"Ecto","bulla_index","beta"
"1","Ctenophthalmus_pseudagyrtes",0.58580106302202,0.865545022109071
"2","Ixodes_scapularis",0.37042190950309,0.810998978513405
"3","Megabothris_quirini",0.556176401869697,0.933310865206516
"4","Orchopeas_leucopus",0.472351352848755,0.891821574914206
"5","Unknown Mesostigmata_",0.379404326569295,0.646280392885325
